ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2018-03-26,09:00,63,63,63,63,65,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2018-03-26,09:00,103.28,103.28,103.28,103.28,4,1
"LU0252634307","LYY8","MUL-LYX.DLY.LEVDAX U.E. A","ETF","EUR",2504268,2018-03-26,09:00,98.46,98.46,98.46,98.46,5,1
"LU0274211480","DBXD","XTR.DAX 1C","ETF","EUR",2504269,2018-03-26,09:00,116.12,116.14,116.12,116.12,100,2
"LU0292106241","DXSN","XTR.SHORTDAX DAILY SW. 1C","ETF","EUR",2504270,2018-03-26,09:00,22.23,22.23,22.225,22.225,40,2
"DE000A0BVU28","OSP2","USU SOFTWARE AG","Common stock","EUR",2504280,2018-03-26,09:00,23.4,23.5,23.4,23.5,755,3
"DE000A0DNAY5","ACX","BET-AT-HOME.COM AG O.N.","Common stock","EUR",2504288,2018-03-26,09:00,71.75,71.75,71.75,71.75,110,2
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.","ETF","EUR",2504306,2018-03-26,09:00,17.118,17.12,17.118,17.12,625,3
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,09:00,36.32,36.36,36.32,36.36,2194,13
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2018-03-26,09:00,12.27,12.27,12.27,12.27,1058,3
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2018-03-26,09:00,66.55,66.6,66.55,66.6,160,4
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,09:00,17,17.005,17,17.005,5100,3
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2018-03-26,09:00,25.04,25.08,24.96,24.96,10422,25
"DE000A0Z2ZZ5","FNTN","FREENET AG NA O.N.","Common stock","EUR",2504438,2018-03-26,09:00,24.42,24.43,24.42,24.43,1141,5
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2018-03-26,09:00,195.9,195.9,195.85,195.85,1227,5
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2018-03-26,09:00,59.5,59.5,59.45,59.5,433,3
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2018-03-26,09:00,39.28,39.28,39.28,39.28,218,3
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,09:00,71.08,71.08,71.08,71.08,157,2
"DE000A1X3W00","MDG1","MEDIGENE AG NA O.N.","Common stock","EUR",2504531,2018-03-26,09:00,14.05,14.05,14,14.01,1365,6
"DE000A11QW50","ECX","EPIGENOMICS AG NA O.N.","Common stock","EUR",2504547,2018-03-26,09:00,3.75,3.75,3.75,3.75,25,1
"DE000A12GJD2","IROB","ETFS RO.GL RO.+AU.GO DZ","ETF","EUR",2504558,2018-03-26,09:00,13.152,13.152,13.152,13.152,175,1
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2018-03-26,09:00,25,25,24.98,24.98,1281,3
"DE000A161N30","GLJ","GRENKE AG NA O.N.","Common stock","EUR",2504606,2018-03-26,09:00,87.55,87.55,87.5,87.5,84,3
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,09:00,38.44,38.44,38.42,38.44,376,3
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2018-03-26,09:00,81.97,82,81.94,81.99,7364,28
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2018-03-26,09:00,90.84,90.85,90.82,90.83,1499,9
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2018-03-26,09:00,10.944,10.958,10.936,10.948,146326,69
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2018-03-26,09:00,8.905,8.911,8.903,8.906,46507,32
"DE000FTG1111","FTK","FINTECH GROUP AG  NA O.N.","Common stock","EUR",2504808,2018-03-26,09:00,27.85,27.85,27.85,27.85,295,2
"DE000KC01000","KCO","KLOECKNER + CO SE NA O.N.","Common stock","EUR",2504810,2018-03-26,09:00,10.29,10.29,10.29,10.29,1270,2
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2018-03-26,09:00,72.98,73,72.94,72.94,1055,9
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2018-03-26,09:00,23.18,23.18,23.17,23.17,2815,5
"DE000LEG1110","LEG","LEG IMMOBILIEN AG NA O.N.","Common stock","EUR",2504814,2018-03-26,09:00,88.14,88.14,88.1,88.1,1200,6
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,09:00,27.49,27.49,27.49,27.49,100,1
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,09:00,64.36,64.36,64.34,64.34,336,3
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,09:00,17.49,17.51,17.49,17.5,8089,13
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2018-03-26,09:00,153.6,153.6,153.55,153.6,124,5
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,09:00,136.8,136.9,136.8,136.9,78,2
"DE0002635307","EXSA","ISH.STOX.EUROPE 600 U.ETF","ETF","EUR",2504871,2018-03-26,09:00,36.155,36.155,36.155,36.155,4468,2
"DE0003304101","GWI1","GERRY WEBER INTERNAT.O.N.","Common stock","EUR",2504873,2018-03-26,09:00,7.84,7.84,7.84,7.84,145,1
"DE0005008007","ADL","ADLER REAL ESTATE AG","Common stock","EUR",2504874,2018-03-26,09:00,13.34,13.34,13.34,13.34,467,1
"DE0005102008","BSL","BASLER AG O.N.","Common stock","EUR",2504880,2018-03-26,09:00,165,165.8,165,165.8,182,4
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2018-03-26,09:00,162.5,162.5,162.5,162.5,29,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2018-03-26,09:00,11.148,11.156,11.138,11.156,44078,33
"DE0005158703","BC8","BECHTLE AG O.N.","Common stock","EUR",2504894,2018-03-26,09:00,66.8,66.8,66.8,66.8,500,5
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2018-03-26,09:00,85.01,85.02,85,85,1933,20
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2018-03-26,09:00,87.18,87.18,87.16,87.18,500,4
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,09:00,38.07,38.07,38.07,38.07,150,1
"DE0005437305","COP","COMPUGROUP MED.SE O.N.","Common stock","EUR",2504932,2018-03-26,09:00,43.14,43.16,43.14,43.16,86,3
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2018-03-26,09:00,218,218,218,218,33,3
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2018-03-26,09:00,62.18,62.2,62.18,62.2,487,4
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2018-03-26,09:00,68.4,68.4,68.4,68.4,86,1
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2018-03-26,09:00,74.35,74.6,74.35,74.6,40,2
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2018-03-26,09:00,35.19,35.19,35.19,35.19,2490,3
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2018-03-26,09:00,12.98,12.99,12.98,12.99,36700,6
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,09:00,90,90.06,89.94,90.06,275,9
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2018-03-26,09:00,15.93,15.94,15.895,15.895,1776,4
"DE0005772206","FIE","FIELMANN AG O.N.","Common stock","EUR",2504969,2018-03-26,09:00,66,66,66,66,143,3
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2018-03-26,09:00,81.34,81.36,81.34,81.36,162,4
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2018-03-26,09:00,60.5,60.5,60.5,60.5,1161,8
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2018-03-26,09:00,81.18,81.2,81.18,81.2,358,2
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,09:00,44.76,44.8,44.76,44.8,427,7
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2018-03-26,09:00,108.75,108.75,108.75,108.75,111,3
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2018-03-26,09:00,79.56,79.56,79.54,79.54,777,4
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2018-03-26,09:00,104.4,104.4,104.4,104.4,91,2
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2018-03-26,09:00,82.3,82.34,82.3,82.34,6217,12
"DE0006095003","CAP","ENCAVIS AG  INH. O.N.","Common stock","EUR",2505012,2018-03-26,09:00,6.5,6.5,6.5,6.5,24263,2
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2018-03-26,09:00,28.44,28.44,28.44,28.44,133,2
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2018-03-26,09:00,22.3,22.3,22.3,22.3,2063,4
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2018-03-26,09:00,12.022,12.026,12.022,12.024,19288,4
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2018-03-26,09:00,7.25,7.25,7.25,7.25,250,1
"DE0006335003","KRN","KRONES AG O.N.","Common stock","EUR",2505038,2018-03-26,09:00,109.2,109.2,109.2,109.2,70,1
"DE0006452907","NEM","NEMETSCHEK SE O.N.","Common stock","EUR",2505040,2018-03-26,09:00,83.8,83.8,83.8,83.8,8,1
"DE0006459324","LUS","LANG+SCHWARZ AG NA","Common stock","EUR",2505041,2018-03-26,09:00,34,34,34,34,10,1
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2018-03-26,09:00,83.9,83.9,83.85,83.9,86,2
"DE0006637200","MGN","MOLOGEN AG","Common stock","EUR",2505057,2018-03-26,09:00,1.978,1.978,1.978,1.978,259,1
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2018-03-26,09:00,66.8,66.82,66.74,66.82,500,5
"DE0006916604","PFV","PFEIFFER VACUUM TECH.O.N.","Common stock","EUR",2505061,2018-03-26,09:00,132.4,132.4,132.4,132.4,214,3
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2018-03-26,09:00,19.865,19.875,19.86,19.865,9677,15
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2018-03-26,09:00,66.09,66.1,66.09,66.09,1196,6
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2018-03-26,09:00,84.53,84.54,84.49,84.49,2001,12
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2018-03-26,09:00,115.5,115.5,115.5,115.5,91,2
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2018-03-26,09:00,11.51,11.51,11.5,11.5,792,6
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2018-03-26,09:00,101.66,101.7,101.66,101.68,3107,13
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2018-03-26,09:00,9.374,9.374,9.374,9.374,342,2
"DE0007461006","TPE","PVA TEPLA AG O.N.","Common stock","EUR",2505100,2018-03-26,09:00,16.9,16.9,16.9,16.9,288,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2018-03-26,09:00,96.26,96.26,96.26,96.26,129,3
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2018-03-26,09:00,21.46,21.46,21.44,21.44,6895,11
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2018-03-26,09:00,155.34,155.34,155.26,155.26,1010,10
"DE0007846867","V6C","VISCOM AG O.N.","Common stock","EUR",2505123,2018-03-26,09:00,24,24,24,24,524,2
"DE0008019001","PBB","DT.PFANDBRIEFBK AG","Common stock","EUR",2505126,2018-03-26,09:00,12.63,12.63,12.63,12.63,123,1
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2018-03-26,09:00,25.65,25.69,25.65,25.69,9377,9
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2018-03-26,09:00,180.94,181.04,180.94,181.04,2535,28
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2018-03-26,09:00,184.9,184.95,184.9,184.95,139,6
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2018-03-26,09:00,4.48,4.481,4.48,4.48,3520,3
"FR0000120271","TOTB","TOTAL S.A.      EO 2,50","Common stock","EUR",2505166,2018-03-26,09:00,46.03,46.03,46.03,46.03,21,1
"FR0010756098","AMEW","AMUNDI ETF MSCI WLD","ETF","EUR",2505287,2018-03-26,09:00,237.7,237.7,237.7,237.7,42,1
"FR0010959676","AMEM","AMUNDI ETF MSCI EMER.MKTS","ETF","EUR",2505311,2018-03-26,09:00,4.1384,4.1384,4.1384,4.1384,1087,1
"IE00BCRY6227","IS3L","ISHSIV-DL ULTRASH.BD DL D","ETF","EUR",2505396,2018-03-26,09:00,80.922,80.922,80.922,80.922,77,1
"IE00BJ0KDR00","XD9U","X(IE) - MSCI USA 1C","ETF","EUR",2505425,2018-03-26,09:00,56.304,56.304,56.304,56.304,517,1
"IE00BKM4GZ66","IS3N","IS C.MSCI EMIMI U.ETF DLA","ETF","EUR",2505427,2018-03-26,09:00,24.903,24.903,24.903,24.903,240,1
"IE00BYZK4776","2B78","ISHS IV-HEALTHC.INNOV.ETF","ETF","EUR",2505553,2018-03-26,09:00,5.432,5.432,5.432,5.432,55,1
"IE00B4K48X80","EUNK","ISHSIII-MSCI EUR. EO(ACC)","ETF","EUR",2505652,2018-03-26,09:00,46.925,46.925,46.925,46.925,20,1
"IE00B4L5YX21","EUNN","ISHSIII-C.MSCI JP.IMI DLA","ETF","EUR",2505655,2018-03-26,09:00,34.62,34.62,34.62,34.62,329,1
"IE00B441G979","IBCH","ISHSV.MSCI W.EUR HGD ACC","ETF","EUR",2505679,2018-03-26,09:00,48.91,48.911,48.91,48.91,2042,2
"LU0322252924","DXS7","XTR.FTSE VIETNAM SWAP 1C","ETF","EUR",2505881,2018-03-26,09:00,31.055,31.055,31.055,31.055,120,1
"LU0411078552","DBPG","XTR.S+P 500 2X L.D.S. 1C","ETF","EUR",2505938,2018-03-26,09:00,50.22,50.22,50.22,50.22,15,1
