ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"FR0010208488","GZF","ENGIE S.A. INH.      EO 1","Common stock","EUR",2505202,2018-03-26,11:00,13.36,13.36,13.36,13.36,1090,1
"FR0010791004","AME6","AMUN.ETF STXX EUR.600U.E.","ETF","EUR",2505291,2018-03-26,11:00,75.75,75.75,75.75,75.75,362,1
"GB00B03MM408","R6C3","ROYAL DUTCH SHELL B EO-07","Common stock","EUR",2505361,2018-03-26,11:00,26.445,26.445,26.445,26.445,200,1
"GB0007980591","BPE5","BP PLC             DL-,25","Common stock","EUR",2505380,2018-03-26,11:00,5.416,5.416,5.416,5.416,1884,1
"IE00BJ0KDQ92","XDWD","X(IE)-MSCI WORLD 1C","ETF","EUR",2505424,2018-03-26,11:00,46.984,46.984,46.984,46.984,10,1
"IE00BYVJRR92","QDVR","ISIV-MSCIUSASRI U.ETF DLA","ETF","EUR",2505539,2018-03-26,11:00,5.306,5.306,5.306,5.306,2074,1
"IE00B0M63730","IQQF","IS MSCI AC FEXJ.U.ETF DLD","ETF","EUR",2505578,2018-03-26,11:00,48.555,48.56,48.555,48.56,1030,4
"IE00B4JNQZ49","QDVH","ISHSV-S+P500 FIN.SECT.DLA","ETF","EUR",2505649,2018-03-26,11:00,5.726,5.726,5.726,5.726,26,1
"IE00B441G979","IBCH","ISHSV.MSCI W.EUR HGD ACC","ETF","EUR",2505679,2018-03-26,11:00,49.02,49.02,49.02,49.02,978,1
"IE00B5L8K969","CEBL","ISHSVII-MSCI EM AS.DL ACC","ETF","EUR",2505690,2018-03-26,11:00,128.72,128.72,128.72,128.72,800,1
"LU0290357929","DBXH","XTR.II GL.INF.-LI.B.1CEOH","ETF","EUR",2505839,2018-03-26,11:00,225.82,225.82,225.82,225.82,414,1
"LU0378449770","C011","COMST.-NASDAQ-100 U.ETF I","ETF","EUR",2505914,2018-03-26,11:00,56.12,56.12,56.12,56.12,24,1
"LU0444605645","X500","C-IBO.E.L.S.D.O.T.U.ETF I","ETF","EUR",2505951,2018-03-26,11:00,161.6,161.6,161.6,161.6,4,1
"LU0530124006","5X63","C.-CO.BU.-F.D.S.T.U.ETF I","ETF","EUR",2506004,2018-03-26,11:00,35.016,35.016,35.016,35.016,600,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2018-03-26,11:00,19.1,19.1,19.1,19.1,260,1
"LU1066226637","STM","STABILUS S.A. INH. EO-,01","Common stock","EUR",2506096,2018-03-26,11:00,76.75,76.85,76.75,76.8,1408,17
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,11:00,0.2256,0.2256,0.2256,0.2256,10180,2
"NL0012169213","QIA","QIAGEN NV         EO -,01","Common stock","EUR",2506272,2018-03-26,11:00,26.73,26.73,26.73,26.73,64,2
"IE0008471009","EUN2","ISHSII-EURO STOXX50 EODIS","ETF","EUR",2506399,2018-03-26,11:00,33.59,33.59,33.59,33.59,11020,4
"US00206R1023","SOBA","AT + T INC.          DL 1","Common stock","EUR",2506414,2018-03-26,11:00,28.3,28.3,28.3,28.3,100,1
"US0079031078","AMD","ADVANCED MIC.DEV.  DL-,01","Common stock","EUR",2506418,2018-03-26,11:00,8.53,8.54,8.43,8.5,11985,15
"US01609W1027","AHLA","ALIBABA GR.HLDG SP.ADR 1","Common stock","EUR",2506421,2018-03-26,11:00,149.85,149.85,149.76,149.76,1531,10
"US0231351067","AMZ","AMAZON.COM INC.    DL-,01","Common stock","EUR",2506427,2018-03-26,11:00,1234.01,1234.01,1233.2,1233.37,119,10
"US0378331005","APC","APPLE INC.","Common stock","EUR",2506434,2018-03-26,11:00,135.74,135.84,135.72,135.84,435,4
"US09062X1037","IDP","BIOGEN INC. DL -,0005","Common stock","EUR",2506448,2018-03-26,11:00,212.66,213,212.66,212.66,36,3
"US0970231058","BCO","BOEING CO.           DL 5","Common stock","EUR",2506450,2018-03-26,11:00,263.69,263.69,263.69,263.69,14,2
"US1912161007","CCC3","COCA-COLA CO.      DL-,25","Common stock","EUR",2506461,2018-03-26,11:00,34.4,34.4,34.39,34.4,109,2
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,11:00,128.74,128.92,128.66,128.88,198,6
"US35671D8570","FPMB","FREEPORT-MCMORAN INC.","Common stock","EUR",2506490,2018-03-26,11:00,14.36,14.36,14.36,14.36,157,2
"US4592001014","IBM","INTL BUS. MACH.    DL-,20","Common stock","EUR",2506510,2018-03-26,11:00,121.19,121.19,121.19,121.19,28,2
"US46625H1005","CMC","JPMORGAN CHASE       DL 1","Common stock","EUR",2506513,2018-03-26,11:00,87.79,87.8,87.79,87.8,35,3
"US4781601046","JNJ","JOHNSON + JOHNSON    DL 1","Common stock","EUR",2506514,2018-03-26,11:00,101.64,101.64,101.64,101.64,46,2
"US5951121038","MTE","MICRON TECHN. INC. DL-,10","Common stock","EUR",2506531,2018-03-26,11:00,45.11,45.11,45.11,45.11,86,1
"US68389X1054","ORC","ORACLE CORP.       DL-,01","Common stock","EUR",2506547,2018-03-26,11:00,36.85,36.85,36.85,36.85,79,1
"US7134481081","PEP","PEPSICO INC.     DL-,0166","Common stock","EUR",2506552,2018-03-26,11:00,86.48,86.48,86.48,86.48,118,1
"US90184L1026","TWR","TWITTER INC.   DL-,000005","Common stock","EUR",2506580,2018-03-26,11:00,25.44,25.44,25.44,25.44,39,1
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2018-03-26,11:00,14.37,14.39,14.37,14.38,5739,11
"LU1673108939","AT1","AROUNDTOWN EO-,01","Common stock","EUR",2653294,2018-03-26,11:00,6.09,6.095,6.09,6.095,11049,7
"DE000A161408","HFG","HELLOFRESH SE  INH O.N.","Common stock","EUR",2759535,2018-03-26,11:00,13.73,13.73,13.73,13.73,602,1
"LU1704650164","BFSA","BEFESA S.A.ORD.REG. EO 1","Common stock","EUR",2759536,2018-03-26,11:00,40.75,40.95,40.7,40.95,599,6
"NL0012757355","INS","INSTONE REAL EST.GRP EO 1","Common stock","EUR",2994069,2018-03-26,11:00,18.752,18.752,18.75,18.752,500,2
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,11:00,32.03,32.03,32.015,32.03,727,4
"CH0038863350","NESR","NESTLE NAM.        SF-,10","Common stock","EUR",2504245,2018-03-26,11:01,63.02,63.02,63.02,63.02,25,3
"DE000ETFL011","EL4A","DK DAX","ETF","EUR",2504258,2018-03-26,11:01,109.46,109.46,109.46,109.46,40,1
"DE0005933931","EXS1","ISHS CORE DAX UCITS ETF","ETF","EUR",2504265,2018-03-26,11:01,103.42,103.44,103.42,103.44,1022,2
"LU0838782315","XDDX","XTR.DAX INCOME 1D","ETF","EUR",2504277,2018-03-26,11:01,105.32,105.32,105.32,105.32,16,1
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2018-03-26,11:01,135,135,135,135,105,2
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.","ETF","EUR",2504305,2018-03-26,11:01,25.36,25.36,25.36,25.36,500,2
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,11:01,36.77,36.78,36.76,36.77,621,7
"DE000A0JL9W6","VBK","VERBIO VER.BIOENERGIE  ON","Common stock","EUR",2504343,2018-03-26,11:01,4.742,4.742,4.742,4.742,288,2
"DE000A0KEXC7","V3S","VECTRON SYSTEMS      O.N.","Common stock","EUR",2504348,2018-03-26,11:01,22.5,22.5,22.5,22.5,1173,2
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2018-03-26,11:01,66.8,66.8,66.8,66.8,63,1
"DE000A1C22M3","H4ZF","HSBC S+P 500 UCITS ETF DZ","ETF","EUR",2504448,2018-03-26,11:01,21.257,21.257,21.254,21.254,10000,2
"DE000A1C9KL8","H4ZJ","HSBC MSCI WORLD UC.ETF DZ","ETF","EUR",2504452,2018-03-26,11:01,16.554,16.554,16.554,16.554,2296,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2018-03-26,11:01,47.91,47.91,47.91,47.91,61,2
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2018-03-26,11:01,70.9,70.9,70.86,70.86,320,6
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2018-03-26,11:01,25.16,25.16,25.16,25.16,73,1
"DE000A14KL72","VSC","4SC AG","Common stock","EUR",2504585,2018-03-26,11:01,7.38,7.38,7.38,7.38,2478,3
"DE000A14ZT85","USPY","ETFS ISE CYBER SEC.GO DZ","ETF","EUR",2504597,2018-03-26,11:01,10.744,10.744,10.744,10.744,1350,1
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2018-03-26,11:01,38.53,38.54,38.53,38.53,527,6
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2018-03-26,11:01,28.39,28.39,28.39,28.39,171,1
"DE000FTG1111","FTK","FINTECH GROUP AG  NA O.N.","Common stock","EUR",2504808,2018-03-26,11:01,27.3,27.3,27.15,27.3,1000,3
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2018-03-26,11:01,61.64,61.64,61.64,61.64,314,2
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2018-03-26,11:01,27.67,27.67,27.67,27.67,2162,4
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2018-03-26,11:01,64.48,64.48,64.44,64.44,337,7
"DE000TLX1005","TLX","TALANX AG NA O.N.","Common stock","EUR",2504854,2018-03-26,11:01,34.48,34.48,34.48,34.48,15,1
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2018-03-26,11:01,17.525,17.525,17.52,17.52,962,2
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2018-03-26,11:01,136.7,136.7,136.7,136.7,2,1
"DE0002635307","EXSA","ISH.STOX.EUROPE 600 U.ETF","ETF","EUR",2504871,2018-03-26,11:01,36.23,36.23,36.23,36.23,4823,1
"DE0005102008","BSL","BASLER AG O.N.","Common stock","EUR",2504880,2018-03-26,11:01,166.8,166.8,166.8,166.8,6,1
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2018-03-26,11:01,161.2,161.2,161.2,161.2,10,1
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2018-03-26,11:01,38.35,38.37,38.35,38.37,158,2
"DE0005565204","DUE","DUERR AG O.N.","Common stock","EUR",2504956,2018-03-26,11:01,89.8,89.8,89.68,89.7,1604,25
"DE0005772206","FIE","FIELMANN AG O.N.","Common stock","EUR",2504969,2018-03-26,11:01,65.8,65.8,65.8,65.8,322,4
"DE0005790406","FPE","FUCHS PETROLUB SE O.N.","Common stock","EUR",2504975,2018-03-26,11:01,40.95,40.95,40.85,40.9,300,4
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2018-03-26,11:01,44.48,44.48,44.48,44.48,46,3
"DE0005936124","OHB","OHB SE   O.N.","Common stock","EUR",2504994,2018-03-26,11:01,35.7,35.8,35.7,35.8,150,4
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2018-03-26,11:01,41.7,41.7,41.67,41.68,1805,15
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2018-03-26,11:01,12.118,12.118,12.118,12.118,79,1
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2018-03-26,11:01,7.29,7.29,7.29,7.29,541,1
"DE0006335003","KRN","KRONES AG O.N.","Common stock","EUR",2505038,2018-03-26,11:01,109.5,109.5,109.5,109.5,18,1
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2018-03-26,11:01,34.65,34.65,34.65,34.65,176,1
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2018-03-26,11:01,67.36,67.36,67.36,67.36,62,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2018-03-26,11:01,113.85,113.85,113.8,113.85,284,7
"DE0007201907","SIS","FIRST SENSOR AG O.N.","Common stock","EUR",2505082,2018-03-26,11:01,26.8,26.8,26.8,26.8,55,1
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2018-03-26,11:01,9.336,9.336,9.336,9.336,481,2
"DE0007257537","CEC1","CECONOMY AG  VZO O.N.","Common stock","EUR",2505091,2018-03-26,11:01,8.64,8.64,8.64,8.64,520,1
"DE0007493991","SAX","STROEER SE + CO. KGAA","Common stock","EUR",2505103,2018-03-26,11:01,55.85,55.9,55.85,55.9,332,3
"DE0007507501","WSU","WASHTEC AG O.N.","Common stock","EUR",2505106,2018-03-26,11:01,78.9,78.9,78.9,78.9,50,2
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2018-03-26,11:01,107.6,107.6,107.6,107.6,10,1
"FR0000120578","SNW","SANOFI SA INHABER    EO 2","Common stock","EUR",2505171,2018-03-26,11:01,64.42,64.42,64.42,64.42,104,1
"FR0000120628","AXA","AXA S.A. INH.     EO 2,29","Common stock","EUR",2505172,2018-03-26,11:01,21.27,21.27,21.27,21.27,100,1
"FR0000127771","VVU","VIVENDI S.A. INH.  EO 5,5","Common stock","EUR",2505183,2018-03-26,11:01,21.06,21.06,21.06,21.06,700,1
"FR0000131104","BNP","BNP PARIBAS INH.     EO 2","Common stock","EUR",2505185,2018-03-26,11:01,59.44,59.44,59.44,59.44,250,2
"FR0007063177","LYMS","LYX.NASDAQ-100 U.ETF DEO","ETF","EUR",2505190,2018-03-26,11:01,21.075,21.075,21.075,21.075,566,1
"FR0010242511","E2F","ELECTRICI.D.FRANCE E0-,50","Common stock","EUR",2505205,2018-03-26,11:01,11.455,11.455,11.455,11.455,500,1
"GB0009895292","ZEG","ASTRAZENECA PLC    DL-,25","Common stock","EUR",2505384,2018-03-26,11:01,56.06,56.06,56.06,56.06,1,1
"IE00BM67HP23","XDWC","X(IE)-MSCI WO.CO.DI. 1CDL","ETF","EUR",2505457,2018-03-26,11:01,25.22,25.22,25.22,25.22,150,1
"IE00B3F81R35","EUN5","ISHSIII-C.EO CORP.B.EODIS","ETF","EUR",2505627,2018-03-26,11:01,129.315,129.315,129.315,129.315,3,1
"IE00B4L60045","EUNT","ISHSIII-EO C.BD 1-5YR EOD","ETF","EUR",2505659,2018-03-26,11:01,110.145,110.145,110.145,110.145,1000,1
"IE00B42NKQ00","QDVF","ISHSV-S+P500ENER.SECT.DLA","ETF","EUR",2505671,2018-03-26,11:01,4.2295,4.2295,4.2295,4.2295,33,1
"IE0031442068","IUSA","ISHS-S+P 500 DL D","ETF","EUR",2505798,2018-03-26,11:01,21.086,21.086,21.086,21.086,19,1
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2018-03-26,11:01,66.45,66.45,66.45,66.45,27,1
"LU0322251520","DXS3","XTR.S+P 500 IN.DA.SW. 1C","ETF","EUR",2505877,2018-03-26,11:01,12.564,12.564,12.564,12.564,1000,1
"LU0635178014","E127","COMS.-MSCI EM.M.T.U.ETF I","ETF","EUR",2506035,2018-03-26,11:01,42.177,42.177,42.177,42.177,103,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2018-03-26,11:01,19.11,19.11,19.11,19.11,703,3
"LU1250154413","ADJ","ADO PROPERTIES S.A. NPV","Common stock","EUR",2506119,2018-03-26,11:01,44.42,44.44,44.4,44.44,207,4
"NL0000235190","AIR","AIRBUS","Common stock","EUR",2506257,2018-03-26,11:01,93.51,93.51,93.51,93.51,344,2
"NL0011375019","SNH","STEINHOFF INT.HLDG.EO-,50","Common stock","EUR",2506267,2018-03-26,11:01,0.226,0.226,0.226,0.226,2000,1
"DE000ETC0308","X0D2","COMMERZBANK ETC UNL.","ETC","EUR",2506314,2018-03-26,11:01,0.286,0.286,0.286,0.286,1889,1
"LU0274211217","DBXE","XTR.EURO STOXX 50 1D","ETF","EUR",2506401,2018-03-26,11:01,35.085,35.085,35.085,35.085,963,1
"US0231351067","AMZ","AMAZON.COM INC.    DL-,01","Common stock","EUR",2506427,2018-03-26,11:01,1232.78,1232.87,1231.7,1232.87,142,9
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2018-03-26,11:01,128.95,129,128.95,129,572,10
"US46625H1005","CMC","JPMORGAN CHASE       DL 1","Common stock","EUR",2506513,2018-03-26,11:01,87.77,87.77,87.77,87.77,59,2
"US5949181045","MSF","MICROSOFT    DL-,00000625","Common stock","EUR",2506530,2018-03-26,11:01,72.2,72.2,72.2,72.2,1000,8
"US5951121038","MTE","MICRON TECHN. INC. DL-,10","Common stock","EUR",2506531,2018-03-26,11:01,44.83,44.83,44.83,44.83,46,1
"US7170811035","PFE","PFIZER INC.        DL-,05","Common stock","EUR",2506553,2018-03-26,11:01,28.19,28.19,28.19,28.19,134,1
"DE000A2E4K43","DHER","DELIVERY HERO AG NA O.N.","Common stock","EUR",2518798,2018-03-26,11:01,39.12,39.12,39.12,39.12,824,3
"DE000A2E4T77","2HRA","H+R KGAA  INH. O.N.","Common stock","EUR",2528864,2018-03-26,11:01,12.7,12.78,12.68,12.68,2094,8
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2018-03-26,11:01,14.385,14.385,14.375,14.38,1721,7
"DE000SHL1006","SHL","SIEMENS HEALTH.AG NA O.N.","Common stock","EUR",3058562,2018-03-26,11:01,32.03,32.03,32.01,32.03,1453,4
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2018-03-26,11:02,21.12,21.12,21.12,21.12,125,1
"DE000A0X9AA8","DES2","ETFS DAX DLY2XSH.GO UC.DZ","ETF","EUR",2504257,2018-03-26,11:02,5.092,5.093,5.092,5.093,6157,2
"DE000A0DJ6J9","S92","SMA SOLAR TECHNOL.AG","Common stock","EUR",2504287,2018-03-26,11:02,55,55,55,55,100,1
"DE000A0D6554","NDX1","NORDEX SE O.N.","Common stock","EUR",2504290,2018-03-26,11:02,8.32,8.32,8.32,8.32,14,1
"DE000A0F5UH1","ISPA","IS.S.GL.SE.D.100 U.ETF A.","ETF","EUR",2504305,2018-03-26,11:02,25.405,25.405,25.405,25.405,2,1
"DE000A0F5UJ7","EXV1","IS.S.EU.600 BANK.U.ETF A.","ETF","EUR",2504306,2018-03-26,11:02,17.2,17.2,17.2,17.2,3733,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2018-03-26,11:02,36.76,36.76,36.74,36.76,1705,6
"DE000A0JQ5U3","M5Z","MANZ AG","Common stock","EUR",2504345,2018-03-26,11:02,30.3,30.55,30.3,30.3,157,3
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2018-03-26,11:02,12.29,12.31,12.29,12.31,2127,5
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2018-03-26,11:02,17.09,17.09,17.09,17.09,770,3
